Date,Close,High,Low,Open,Volume,MA_Short,MA_Long,RSI,BB_Upper,BB_Lower,Daily_Return,Lag_1_Close,Target_Next_Day_Price
2020-02-09,10116.673828125,10129.435546875,9850.392578125,9863.89453125,35807884663,9656.49232700893,8999.638948567708,76.20407239053796,10240.124525221363,8161.940123216135,0.02549940694219166,9865.119140625,9856.611328125
2020-02-10,9856.611328125,10165.765625,9784.5634765625,10115.5595703125,39386548075,9736.93373325893,9060.274739583334,67.24538958647085,10311.839013805518,8201.297314319483,-0.025706324471686526,10116.673828125,10208.236328125
2020-02-11,10208.236328125,10210.052734375,9729.3349609375,9855.8916015625,37648059389,9883.687081473214,9127.466145833334,72.03280943600281,10432.906803982562,8232.96555929869,0.03567402510806805,9856.611328125,10326.0546875
2020-02-12,10326.0546875,10393.611328125,10202.3876953125,10202.3876953125,43444303830,9985.491489955357,9200.19482421875,73.43392629923687,10523.492199820083,8334.334069711169,0.011541499979814906,10208.236328125,10214.3798828125
2020-02-13,10214.3798828125,10457.626953125,10116.1611328125,10323.9609375,49356071373,10054.71693638393,9246.41533203125,69.86128822550629,10562.072434799236,8472.648365982015,-0.010814856987217514,10326.0546875,10312.1162109375
2020-02-14,10312.1162109375,10321.99609375,10125.5341796875,10211.55078125,43338264162,10128.45591517857,9296.585514322916,71.1826793124527,10566.636254682853,8662.511401567146,0.009568503349817403,10214.3798828125,9889.4248046875
2020-02-15,9889.4248046875,10341.5556640625,9874.427734375,10313.8564453125,43865054831,10131.928152901786,9335.44013671875,59.111937401032066,10507.862502179018,8850.544626727231,-0.0409897830477971,10312.1162109375,9934.43359375
2020-02-16,9934.43359375,10053.96875,9722.38671875,9889.1796875,43374780305,10105.893833705357,9368.9533203125,59.891858669572756,10481.911114469356,8978.957440218142,0.004551203932625647,9889.4248046875,9690.142578125
2020-02-17,9690.142578125,9938.8154296875,9507.6376953125,9936.560546875,45998298413,10082.112583705357,9393.864453125,53.88413440797944,10478.30731869086,9015.716509434138,-0.024590331529186438,9934.43359375,10141.99609375
2020-02-18,10141.99609375,10161.935546875,9632.3828125,9691.23046875,47271023953,10072.649693080357,9441.722819010416,61.56402387229188,10510.409961053168,9066.15048816558,0.0466302236506857,9690.142578125,9633.38671875
2020-02-19,9633.38671875,10191.67578125,9611.2236328125,10143.798828125,46992019710,9973.69712611607,9474.247623697916,51.22344667960104,10508.59940747907,9080.40039720843,-0.05014884351152826,10141.99609375,9608.4755859375
2020-02-20,9608.4755859375,9643.216796875,9507.900390625,9629.3251953125,44925260237,9887.139369419643,9503.000325520834,50.77361537932379,10496.61864233304,9118.17579126071,-0.0025859164113087862,9633.38671875,9686.44140625
2020-02-21,9686.44140625,9723.0146484375,9589.7431640625,9611.7822265625,40930547513,9797.757254464286,9536.519173177083,52.18877745469819,10486.17237562156,9157.97869859719,0.008114275736580634,9608.4755859375,9663.181640625
2020-02-22,9663.181640625,9698.2314453125,9600.728515625,9687.70703125,35838025154,9765.436802455357,9578.408040364584,51.711162074636746,10468.275258916146,9207.757455927604,-0.002401270461409255,9686.44140625,9924.515625
2020-02-23,9924.515625,9937.404296875,9657.791015625,9663.318359375,41185185761,9764.019949776786,9627.7107421875,56.52524495190197,10445.929367291243,9293.202761615008,0.02704430011708836,9663.181640625,9650.1748046875
2020-02-24,9650.1748046875,9951.74609375,9537.04296875,9921.5830078125,45080496648,9758.310267857143,9670.45498046875,50.79981429051959,10383.112543697016,9402.940776615485,-0.027642741538078885,9924.515625,9341.705078125
2020-02-25,9341.705078125,9652.7373046875,9305.021484375,9651.3125,42515259129,9643.982979910714,9695.284147135417,45.24985614149228,10415.107746507261,9343.77369880524,-0.031965195740564556,9650.1748046875,8820.5224609375
2020-02-26,8820.5224609375,9354.7783203125,8704.4267578125,9338.2900390625,50420050762,9527.85951450893,9692.307584635417,37.74634479574805,10547.83029362504,9120.123221999958,-0.05579095174048332,9341.705078125,8784.494140625
2020-02-27,8784.494140625,8932.892578125,8577.19921875,8825.09375,45470195695,9410.147879464286,9673.171061197916,37.28605373769356,10638.032979999258,8928.775613750742,-0.0040846016176541156,8820.5224609375,8672.455078125
2020-02-28,8672.455078125,8890.4560546875,8492.9326171875,8788.728515625,44605450443,9265.292689732143,9651.698567708334,35.82309889238272,10710.60674435962,8736.935443140379,-0.012754184897438958,8784.494140625,8599.5087890625
2020-02-29,8599.5087890625,8775.6318359375,8599.5087890625,8671.212890625,35792392544,9113.339425223214,9621.382421875,34.8639640108083,10735.669155404337,8560.156528189413,-0.008411261679117432,8672.455078125,8562.4541015625
2020-03-01,8562.4541015625,8726.796875,8471.212890625,8599.7587890625,35349164300,8918.759207589286,9595.113248697917,34.36069166612829,10768.304488768512,8398.105472168989,-0.0043089307085921735,8599.5087890625,8869.669921875
2020-03-02,8869.669921875,8921.30859375,8532.630859375,8563.2646484375,42857674409,8807.258510044643,9577.673079427082,41.85488113593382,10703.93859192418,8328.614728388322,0.03587941221856461,8562.4541015625,8787.7861328125
2020-03-03,8787.7861328125,8901.5986328125,8704.990234375,8865.3876953125,42386715821,8728.127232142857,9559.120442708334,40.526748430914566,10605.256934568974,8273.469530274775,-0.009231886844013548,8869.669921875,8755.24609375
2020-03-04,8755.24609375,8843.3662109375,8712.431640625,8788.5419921875,34746706368,8718.802036830357,9541.1779296875,39.98376834311779,10510.510464700326,8222.302621237175,-0.0037028710724991143,8787.7861328125,9078.7626953125
2020-03-05,9078.7626953125,9142.0546875,8757.25390625,8760.28515625,39698054597,8760.840401785714,9537.771256510418,47.51309732411129,10364.027569443793,8245.450164931206,0.03695117168590434,8755.24609375,9122.5458984375
2020-03-06,9122.5458984375,9167.6953125,9032.0791015625,9078.30859375,40826885651,8825.139090401786,9521.408658854167,48.45556182897761,10291.538927622103,8241.250916127898,0.004822595830994203,9078.7626953125,8909.9541015625
2020-03-07,8909.9541015625,9163.220703125,8890.744140625,9121.6005859375,36216930370,8869.48842075893,9494.080403645834,44.296397142716,10201.409691099483,8228.932203431768,-0.02330399860322019,9122.5458984375,8108.1162109375
2020-03-08,8108.1162109375,8914.34375,8105.2529296875,8908.2060546875,39973102121,8804.5830078125,9437.819498697916,32.8450385409504,10211.63551198623,8060.503745826272,-0.08999349283790192,8909.9541015625,7923.64453125
2020-03-09,7923.64453125,8177.79345703125,7690.09814453125,8111.146484375,46936995808,8669.4365234375,9373.103678385416,30.867958169431446,10121.272648643793,7929.031452918705,-0.022751484424786028,8108.1162109375,7909.7294921875
2020-03-10,7909.7294921875,8136.9453125,7814.76318359375,7922.14697265625,42213940994,8543.99986049107,9299.5388671875,30.717753507980206,10102.692804243145,7775.245574663104,-0.0017561412564156553,7923.64453125,7911.43017578125
2020-03-11,7911.43017578125,7950.814453125,7642.8125,7910.08984375,38682762605,8423.45472935268,9234.699495442708,30.76209835701455,10059.045355227987,7649.1884826626365,0.00021501160000858555,7909.7294921875,4970.7880859375
2020-03-12,4970.7880859375,7929.1162109375,4860.35400390625,7913.6162109375,53980357243,7836.601213727678,9060.117887369792,14.03471258226115,10679.090833968821,6557.577671890554,-0.37169538560117077,7911.43017578125,5563.70703125
2020-03-13,5563.70703125,5838.11474609375,4106.98095703125,5017.8310546875,74156772075,7328.195661272322,8901.372965494791,23.112980288482788,10822.582532991299,6004.138511930578,0.11928067241286833,4970.7880859375,5200.3662109375
2020-03-14,5200.3662109375,5625.2265625,5125.0693359375,5573.07763671875,36154506008,6798.254534040178,8734.239176432291,21.6071342056171,10871.96401568739,5482.342087828234,-0.06530552710121185,5563.70703125,5392.31494140625
2020-03-15,5392.31494140625,5836.64501953125,5169.283203125,5201.06689453125,33997889639,6410.282924107143,8570.24580078125,24.409019478574294,10836.031593607298,5092.488523580201,0.036910617960911996,5200.3662109375,5014.47998046875
2020-03-16,5014.47998046875,5385.2294921875,4575.35791015625,5385.2294921875,45368026430,5994.68798828125,8407.747639973959,22.689892979541398,10827.242366171653,4668.555241250221,-0.07006915676163483,5392.31494140625,5225.62939453125
2020-03-17,5225.62939453125,5371.3486328125,4981.9091796875,5002.578125,38622642935,5611.2451171875,8250.7875,25.833565683443624,10799.785751949486,4336.522548831763,0.04210793838741411,5014.47998046875,5238.4384765625
2020-03-18,5238.4384765625,5331.833984375,5069.3359375,5227.11376953125,37878801016,5229.38916015625,8102.39736328125,26.030068633690405,10728.853289211687,4052.8494451633123,0.0024512036855608432,5225.62939453125,6191.19287109375
2020-03-19,6191.19287109375,6329.73583984375,5236.96875,5245.41650390625,51000731797,5403.732700892857,7970.703922526041,38.98034557571018,10588.631729737714,3944.944783934162,0.18187755736638023,5238.4384765625,6198.7783203125
2020-03-20,6198.7783203125,6844.26171875,5865.78173828125,6191.65380859375,54442976103,5494.457170758928,7856.216975911459,39.071804730260205,10439.195559271024,3854.307907525852,0.001225199953657663,6191.19287109375,6185.06640625
2020-03-21,6185.06640625,6378.13525390625,5932.8232421875,6206.521484375,42494390880,5635.128627232143,7742.103336588541,38.95813180869178,10276.49053665287,3779.2741606127574,-0.00221203491300348,6198.7783203125,5830.2548828125
2020-03-22,5830.2548828125,6359.697265625,5823.7138671875,6185.55810546875,40099664740,5697.691476004465,7613.563785807291,36.036531193916645,10045.143278416508,3706.679914942867,-0.05736583896317804,6185.06640625,6416.31494140625
2020-03-23,6416.31494140625,6443.9345703125,5785.00439453125,5831.37451171875,46491916000,5897.95361328125,7505.334895833334,43.564903491982136,9800.325176246555,3714.350897972195,0.10052048673231173,5830.2548828125,6734.8037109375
2020-03-24,6734.8037109375,6789.02294921875,6411.06640625,6436.642578125,48221910672,6113.549944196428,7399.011165364584,47.20175249181545,9550.54512303713,3762.086712900369,0.04963733427047878,6416.31494140625,6681.06298828125
2020-03-25,6681.06298828125,6892.51123046875,6536.92626953125,6738.716796875,44590107888,6319.63916015625,7300.040771484375,46.65540118218192,9197.399834852735,3875.4620303816405,-0.007979552925792555,6734.8037109375,6716.4404296875
2020-03-26,6716.4404296875,6735.4638671875,6590.962890625,6675.1708984375,35319797642,6394.674525669643,7212.531949869792,47.08957409395005,8786.492463790999,4045.7588545683757,0.005295181540467819,6681.06298828125,6469.79833984375
2020-03-27,6469.79833984375,6793.83642578125,6466.70166015625,6719.38916015625,34585598367,6433.391671316965,7134.174479166667,44.377741233798965,8355.007647990336,4233.228094197163,-0.03672214358569481,6716.4404296875,6242.19384765625
2020-03-28,6242.19384765625,6467.5009765625,6117.837890625,6467.25390625,34885225901,6441.552734375,7049.431136067708,41.97541765605737,8076.569435906686,4325.074069952689,-0.035179534234601295,6469.79833984375,5922.04296875
2020-03-29,5922.04296875,6250.46728515625,5920.0859375,6245.62451171875,28373690931,6454.665318080357,6957.750732421875,38.79421165147164,7794.185276505935,4407.2980731034395,-0.051288198783903005,6242.19384765625,6429.841796875
2020-03-30,6429.841796875,6517.19580078125,5903.234375,5925.53857421875,37101651525,6456.597726004465,6885.428499348958,45.809443913337844,7502.74364861745,4550.750931460674,0.08574723804008189,5922.04296875,6438.64453125
2020-03-31,6438.64453125,6504.51513671875,6374.162109375,6430.6064453125,32786468812,6414.289271763393,6814.634847005208,45.925149803882455,7154.629834043493,4751.586181581506,0.0013690436954885143,6429.841796875,6606.7763671875
2020-04-01,6606.7763671875,6612.57373046875,6202.37353515625,6437.3193359375,40346426266,6403.676897321428,6739.205061848958,48.20012976256812,7176.085652535712,4893.729191214288,0.026112924097839496,6438.64453125,6793.62451171875
2020-04-02,6793.62451171875,7088.24755859375,6595.91845703125,6606.7763671875,47660646124,6414.703194754465,6672.7330078125,50.6832634284765,7262.941475930438,4929.865115866436,0.028281287899985408,6606.7763671875,6733.38720703125
2020-04-03,6733.38720703125,7003.220703125,6673.3359375,6797.396484375,38976504903,6452.358747209822,6605.337711588541,49.85354845615302,7292.190494956537,5053.918196449714,-0.008866740365705117,6793.62451171875,6867.52734375
2020-04-04,6867.52734375,6878.95361328125,6696.48486328125,6738.3828125,33185988584,6541.692103794643,6531.629866536458,51.74789116974003,7343.5218372437685,5150.108094396857,0.01992164308903499,6733.38720703125,6791.12939453125
2020-04-05,6791.12939453125,6883.4140625,6715.92919921875,6862.53759765625,29510409856,6665.847307477678,6453.915983072917,50.57604435530308,7290.738266355296,5380.556606691578,-0.011124520572645125,6867.52734375,7271.78125
2020-04-06,7271.78125,7271.78125,6782.8896484375,6788.0498046875,46896904615,6786.124372209822,6399.310221354167,57.15047050012679,7328.58608117927,5547.32397741448,0.0707764242948763,6791.12939453125,7176.41455078125
2020-04-07,7176.41455078125,7427.939453125,7136.71435546875,7273.64404296875,44243482668,6891.520089285715,6368.253499348958,55.57097222401484,7286.904695875671,5782.802970139955,-0.013114627068677276,7271.78125,7334.0986328125
2020-04-08,7334.0986328125,7356.2236328125,7153.3056640625,7179.283203125,37563249549,6995.423270089285,6348.601969401042,57.65488002303218,7405.294573445867,5778.703668741632,0.02197254365887824,7176.41455078125,7302.08935546875
2020-04-09,7302.08935546875,7341.4482421875,7179.09423828125,7337.96630859375,34815139178,7068.061104910715,6328.347298177084,57.069699350861654,7497.009967955862,5797.319377747263,-0.004364445986660415,7334.0986328125,6865.4931640625
2020-04-10,6865.4931640625,7303.8154296875,6802.47509765625,7303.8154296875,43622840992,7086.933384486607,6293.482731119791,49.665212658523515,7507.287745918693,5855.084275565681,-0.05979058460566089,7302.08935546875,6859.0830078125
2020-04-11,6859.0830078125,6926.06982421875,6789.9208984375,6867.4404296875,31222085946,7085.72705078125,6356.425895182291,49.5635351247971,7457.559146139314,6007.69568784506,-0.0009336774645052337,6865.4931640625,6971.091796875
2020-04-12,6971.091796875,7119.947265625,6811.078125,6858.06787109375,35759567632,7111.435965401785,6403.338720703125,51.43451287515974,7476.741840020851,6043.990679510399,0.016329994685138294,6859.0830078125,6845.03759765625
2020-04-13,6845.03759765625,6965.61669921875,6668.259765625,6965.61669921875,38619308647,7050.472586495535,6458.161100260417,49.221574184046275,7483.121153405544,6048.634754797582,-0.018082418492216368,6971.091796875,6842.427734375
2020-04-14,6842.427734375,6958.55712890625,6793.8212890625,6843.28173828125,34110434052,7002.760184151785,6506.498193359375,49.174400591805465,7490.802478019553,6057.089904792948,-0.0003812781513637953,6845.03759765625,6642.10986328125
2020-04-15,6642.10986328125,6928.66455078125,6633.40283203125,6845.5615234375,32288311031,6903.904645647322,6560.752522786458,45.564796989395475,7489.109141675005,6051.35018449687,-0.029275847531044064,6842.427734375,7116.80419921875
2020-04-16,7116.80419921875,7134.45068359375,6555.50439453125,6640.4541015625,46783242377,6877.435337611607,6623.791682942709,54.15313481852032,7522.76497577724,6082.394936332135,0.07146740203164859,6642.10986328125,7096.1845703125
2020-04-17,7096.1845703125,7167.18310546875,7050.33203125,7116.552734375,32513423567,6910.391252790178,6685.716552734375,53.756390377604525,7525.739362818975,6164.819621556026,-0.002897315751431484,7116.80419921875,7257.6650390625
2020-04-18,7257.6650390625,7269.95654296875,7089.2470703125,7092.29150390625,32447188386,6967.33154296875,6721.265625,56.44745791294119,7460.3351358726895,6363.78605553356,0.02275595669052466,7096.1845703125,7189.4248046875
2020-04-19,7189.4248046875,7280.52197265625,7167.0546875,7260.92236328125,31311210215,6998.52197265625,6754.287174479166,54.99109232399762,7461.67720641844,6438.402285769061,-0.009402505352301915,7257.6650390625,6881.95849609375
2020-04-20,6881.95849609375,7240.29052734375,6835.5029296875,7186.87353515625,37747113936,7003.79638671875,6777.516910807291,48.87274083047572,7425.661148341202,6518.749740330673,-0.04276646838190479,7189.4248046875,6880.3232421875
2020-04-21,6880.3232421875,6934.5517578125,6834.4423828125,6879.7841796875,32589741511,7009.210030691965,6812.519189453125,48.84161618249657,7408.373496200713,6563.392079971161,-0.00023761461322069355,6881.95849609375,7117.20751953125
2020-04-22,7117.20751953125,7145.86572265625,6867.78173828125,6879.4404296875,33249153866,7077.081124441965,6835.882275390625,53.46493460477504,7418.289364851298,6585.8345121018265,0.034429236680519004,6880.3232421875,7429.724609375
2020-04-23,7429.724609375,7491.78515625,7081.5947265625,7121.30615234375,43500782316,7121.784040178572,6859.046305338542,58.760070630487604,7474.427000125098,6599.330617062403,0.043910071328696176,7117.20751953125,7550.90087890625
2020-04-24,7550.90087890625,7574.19580078125,7434.181640625,7434.181640625,34636526286,7186.743512834822,6888.040901692709,60.63068037443812,7556.969028786996,6585.125941916129,0.016309658285092787,7429.724609375,7569.93603515625
2020-04-25,7569.93603515625,7641.36376953125,7521.67236328125,7550.48291015625,32941541447,7231.353655133928,6916.490755208333,60.93047713643927,7625.388010112667,6594.587624652959,0.002520911948821203,7550.90087890625,7679.8671875
2020-04-26,7679.8671875,7700.59423828125,7561.40771484375,7570.13916015625,33070154491,7301.416852678572,6956.826383463542,62.697165232466176,7702.007761476743,6558.776467038882,0.014522071498782596,7569.93603515625,7795.60107421875
2020-04-27,7795.60107421875,7795.60107421875,7679.4189453125,7679.4189453125,36162144725,7431.937220982143,7008.606624348959,64.51634080596949,7805.883327175023,6516.819553684352,0.015069777105927384,7679.8671875,7807.05859375
2020-04-28,7807.05859375,7814.52734375,7730.806640625,7796.97021484375,33187959921,7564.327985491072,7071.440478515625,64.69987785250183,7888.249488494711,6481.749388458414,0.001469741643032707,7795.60107421875,8801.0380859375
2020-04-29,8801.0380859375,8871.75390625,7786.04931640625,7806.71240234375,60201052203,7804.875209263393,7150.480354817709,76.20073815002446,8268.822382696037,6251.071367303962,0.1273180520232342,7807.05859375,8658.5537109375
2020-04-30,8658.5537109375,9440.650390625,8533.255859375,8797.669921875,66964629541,7980.422223772322,7224.477327473958,72.55171751878515,8517.093443212456,6182.106361475044,-0.01618949646720247,8801.0380859375,8864.7666015625
2020-05-01,8864.7666015625,9048.0234375,8667.763671875,8672.7822265625,44068389997,8168.117327008928,7299.743668619792,74.45807367029256,8774.026745401516,6125.741418660985,0.023816089558295506,8658.5537109375,8988.5966796875
2020-05-02,8988.5966796875,9007.1875,8811.3662109375,8869.0576171875,40134388683,8370.783133370536,7372.909407552083,75.55595877583035,9020.69012474348,6080.828527600269,0.013968791699848548,8864.7666015625,8897.46875
2020-05-03,8897.46875,9167.78125,8830.9716796875,8983.6142578125,47101785174,8544.72621372768,7445.045458984375,73.06690656495853,9200.416627068333,6106.345140509794,-0.010138170944239966,8988.5966796875,8912.654296875
2020-05-04,8912.654296875,8956.90625,8645.0244140625,8895.7451171875,45718796276,8704.305245535714,7513.216357421875,73.22519718596963,9351.759022028957,6162.025401799167,0.0017067266322232655,8897.46875,9003.0703125
2020-05-05,9003.0703125,9062.4150390625,8856.8271484375,8912.83203125,43148462663,8875.1640625,7586.947721354167,74.19756214027043,9471.885616952673,6277.994851797327,0.010144678859214995,8912.654296875,9268.76171875
2020-05-06,9268.76171875,9411.4677734375,8966.7060546875,9007.44140625,49371886931,8941.981724330357,7653.513736979166,76.85727271544889,9652.712142264105,6312.36407843902,0.029511199738283755,9003.0703125,9951.5185546875
2020-05-07,9951.5185546875,9992.6640625,9138.322265625,9261.8955078125,61112700562,9126.690987723214,7746.017203776041,81.99379395038828,9956.82134795434,6293.788271186287,0.07366214135771076,9268.76171875,9842.666015625
2020-05-08,9842.666015625,9996.7431640625,9767.1728515625,9936.162109375,51780748042,9266.390904017857,7829.636116536459,78.98390587280676,10190.153239018528,6318.956477778349,-0.010938284289408906,9951.5185546875,9593.896484375
2020-05-09,9593.896484375,9913.86328125,9580.64453125,9840.90625,46566121841,9352.8623046875,7906.0296875,72.43925274349056,10330.40890684959,6419.147977916034,-0.025274608612654736,9842.666015625,8756.4306640625
2020-05-10,8756.4306640625,9595.5810546875,8395.107421875,9591.1689453125,63325279337,9332.71400669643,7969.0609375,55.70528242718783,10298.5319424103,6638.472159152199,-0.0872915214038874,9593.896484375,8601.7958984375
2020-05-11,8601.7958984375,9033.470703125,8374.3232421875,8755.53515625,57119858802,9288.3056640625,8027.1513671875,53.25880516165298,10225.067359507486,6884.084007680014,-0.017659566044374797,8756.4306640625,8804.4775390625
2020-05-12,8804.4775390625,8949.8984375,8569.6435546875,8610.3857421875,42142717533,9259.935267857143,8088.264225260416,55.98725050201827,10168.242863684784,7109.635505455841,0.023562712138033515,8601.7958984375,9269.9873046875
2020-05-13,9269.9873046875,9317.87890625,8805.3876953125,8805.3876953125,45558144023,9260.1103515625,8169.095882161459,61.540175577074635,10172.869886194865,7289.034752477012,0.05287193516704303,8804.4775390625,9733.7216796875
2020-05-14,9733.7216796875,9793.2685546875,9255.03515625,9271.3291015625,56426907637,9228.996512276786,8265.472347005209,66.12523326226683,10235.623021980888,7444.5636967691125,0.05002535168149658,9269.9873046875,9328.197265625
2020-05-15,9328.197265625,9755.828125,9261.3984375,9734.291015625,48158802327,9155.5009765625,8355.00859375,59.45061741859174,10202.947996737383,7653.064845059492,-0.04166180495059313,9733.7216796875,9377.013671875
2020-05-16,9377.013671875,9564.205078125,9260.6943359375,9333.240234375,36164766408,9124.51771763393,8430.348909505208,59.974375404826,10157.25526439007,7868.4722258443035,0.005233209039209763,9328.197265625,9670.7392578125
2020-05-17,9670.7392578125,9823.001953125,9349.5458984375,9374.9296875,40084250663,9255.133231026786,8516.167399088541,63.06564964225821,10132.19021409591,8081.051094497841,0.03132400103227817,9377.013671875,9726.5751953125
2020-05-18,9726.5751953125,9906.0302734375,9570.359375,9675.6953125,41827139896,9415.815987723214,8598.464404296876,63.640525058181325,10061.882756624696,8343.310212125305,0.005773698991511145,9670.7392578125,9729.0380859375
2020-05-19,9729.0380859375,9836.0478515625,9539.6240234375,9727.0634765625,39254288955,9547.896065848214,8683.118180338543,63.667388143271026,10117.158932969998,8380.834035780003,0.00025321252090737545,9726.5751953125,9522.9814453125
2020-05-20,9522.9814453125,9804.7939453125,9447.201171875,9725.3291015625,36546239703,9584.0380859375,8771.152278645834,59.69370706821765,10121.826149129673,8462.609593057827,-0.02117954918100662,9729.0380859375,9081.76171875
2020-05-21,9081.76171875,9555.2421875,8869.9306640625,9522.740234375,39326160532,9490.900948660714,8844.533561197917,52.18334495139468,10114.617134003942,8491.518119902308,-0.04633209978369557,9522.9814453125,9182.5771484375
2020-05-22,9182.5771484375,9232.9365234375,9008.638671875,9080.3349609375,29810773699,9470.098074776786,8913.379215494791,53.619253654604265,10113.050076368338,8512.483224412914,0.01110086707949609,9081.76171875,9209.287109375
2020-05-23,9209.287109375,9302.501953125,9118.1083984375,9185.0625,27727866812,9446.137137276786,8972.697965494792,54.01326717258102,10106.415684694659,8550.299452024092,0.0029087652089092586,9182.5771484375,8790.3681640625
2020-05-24,8790.3681640625,9288.404296875,8787.2509765625,9212.283203125,32518803300,9320.369838169643,9014.013541666667,47.23554514869892,10115.82332409779,8528.66319933971,-0.045488748514099786,9209.287109375,8906.9345703125
2020-05-25,8906.9345703125,8951.005859375,8719.66796875,8786.107421875,31288157264,9203.2783203125,9058.580159505209,49.147695481840984,10120.267266478733,8514.605682740015,0.013260696716498988,8790.3681640625,8835.052734375
2020-05-26,8835.052734375,8991.9677734375,8757.2939453125,8909.5859375,29584186947,9075.566127232143,9097.086344401041,47.99268464394356,10127.043202616149,8464.458848165103,-0.008070322664891605,8906.9345703125,9181.017578125
2020-05-27,9181.017578125,9203.3203125,8834.1572265625,8837.380859375,32740536902,9026.714146205357,9143.26689453125,53.63978879761904,10029.90700591145,8484.544947213551,0.039158209254817056,8835.052734375,9525.7509765625
2020-05-28,9525.7509765625,9546.3193359375,9148.45703125,9184.9453125,34367073114,9090.141183035714,9200.556640625,58.47790898941804,9975.548533361833,8507.211915856917,0.037548495632866885,9181.017578125,9439.1240234375
2020-05-29,9439.1240234375,9573.6669921875,9379.3388671875,9528.35546875,32896642044,9126.790736607143,9221.826171875,56.87177277103862,9955.32121006809,8511.96199305691,-0.009093976247976698,9525.7509765625,9700.4140625
2020-05-30,9700.4140625,9704.0302734375,9366.7294921875,9438.9140625,32722975141,9196.951729910714,9256.554850260416,60.404356345775426,9994.540242502439,8567.14130046631,0.02768159825145977,9439.1240234375,9461.05859375
2020-05-31,9461.05859375,9700.34375,9432.296875,9700.10546875,27773290299,9292.7646484375,9276.43125,55.88832337807323,9965.17625820487,8682.431554295128,-0.024674768232348376,9700.4140625,10167.2685546875
2020-06-01,10167.2685546875,10199.5654296875,9450.8994140625,9463.60546875,35198901068,9472.81236049107,9315.7203125,64.35578229119814,10088.223137028604,8695.663777033895,0.07464386293982206,9461.05859375,9529.8037109375
2020-06-02,9529.8037109375,10182.3408203125,9460.5712890625,10162.9736328125,39137252109,9572.0625,9336.79814453125,54.23554639711546,10101.328378403527,8708.540176283972,-0.06269774820259899,10167.2685546875,9656.7177734375
2020-06-03,9656.7177734375,9682.859375,9471.8466796875,9533.7607421875,25007459262,9640.01967075893,9361.600260416666,55.728231251078505,10090.642266568033,8711.525897494466,0.013317594606312655,9529.8037109375,9800.63671875
2020-06-04,9800.63671875,9887.6103515625,9525.2470703125,9655.8544921875,25921805072,9679.2890625,9388.185807291668,57.4241163341194,10135.783768480558,8713.628340894442,0.014903505382374727,9656.7177734375,9665.533203125
2020-06-05,9665.533203125,9869.2373046875,9663.216796875,9800.2158203125,23509628646,9711.633231026786,9401.4115234375,55.28321712830109,10157.801953661949,8720.46210883805,-0.013785177382049874,9800.63671875,9653.6796875
2020-06-06,9653.6796875,9773.431640625,9591.0244140625,9664.904296875,20438419222,9704.95689174107,9391.483561197916,55.08915837037144,10155.831164982754,8720.726940485996,-0.0012263695520872142,9665.533203125,9758.8525390625
